RaceNo,Place,Tally,HelmName,Nat,HelmSex,Class,HelmAgeGroup,Elapsed
3,32,479,"MURATEL, OSCAR",France,M,Foil,U20M,00:35:33
3,33,888,"THIEME, JIMMY",France,M,Fin,20-39M,00:35:35
3,34,9,"FRANS, TATY",Netherlands,M,Fin,20-39M,00:35:42
3,35,665,"BOURGEOIS, SÉBASTIEN",France,M,Open,20-39M,00:35:44
3,36,159,"MERCEUR, THOMAS",France,M,Fin,20-39M,00:35:45
3,36,592,"LAUMOND, JOHANN",France,M,Fin,20-39M,00:35:45
3,38,10945,"MACQUAERT, PIERRE",France,M,Open,20-39M,00:35:53
3,39,318,"MCMILLAN, WILL",Thailand,M,Foil,U20M,00:35:57
3,40,273,"JOLY, XAVIER",France,M,Open,40-59M,00:35:58
3,41,101196,"ALGRET, TRISTAN",France,M,Open,20-39M,00:36:00
3,42,10980,"BIJL, PIETER",Netherlands,M,Open,40-59M,00:36:02
3,43,585,"KLAAIJSEN, DENNIS",France,M,Fin,40-59M,00:36:07
3,44,101500,"BOZEC, CLÉMENT",France,M,Open,20-39M,00:36:15
3,45,535,"WONDERGEM, FLORIS",Netherlands,M,Fin,20-39M,00:36:16
3,46,916,"MADEC, FLORIAN",France,M,Foil,40-59M,00:36:22
3,47,409,"AKKOUCHE, ARNAUD",France,M,Fin,40-59M,00:36:32
3,48,19,"BOSSET, CYRIL",France,M,Open,40-59M,00:36:37
3,49,563,"GERNOLLE, TITOUAN",France,M,Fin,U20M,00:36:41
3,50,45,"SJÖBERG, HUGO",Sweden,M,Open,20-39M,00:36:49
3,51,334,"RIEGLER, DANIEL",Austria,M,Foil,20-39M,00:36:52
3,52,633,"PIERBONI, LUCAS",France,M,Open,U20M,00:36:53
3,53,73,"FASQUELLE, VICTOR",France,M,Fin,20-39M,00:36:53
3,54,377,"HERMITANT, COLIN",France,M,Open,U20M,00:36:58
3,54,10955,"STROOSMA, SEM",Netherlands,M,Foil,U20M,00:36:58
3,56,55,"EMANUELSSON, MARKUS",Sweden,M,Open,40-59M,00:37:05
3,56,258,"DINSMORE, JAMES",United Kingdom,M,Open,40-59M,00:37:05
3,58,602,"SAILLARD, NICOLAS",France,M,Open,20-39M,00:37:08
3,59,38,"GARANDEAU, NOE",France,M,Foil,U20M,00:37:09
3,60,422,"CERVERA, DAMIEN",France,M,Fin,20-39M,00:37:17
3,61,62,"POSTEC, MANOA",France,M,Open,U20M,00:37:22
3,62,1343,"VINTHER, NOAH",Denmark,M,Open,U20M,00:37:23
3,63,1129,"ARNOUX, DAMIEN",France,M,Open,20-39M,00:37:30
3,64,18,"JASIUNAS, RYTIS",Lithuania,M,Open,20-39M,00:37:31
3,65,225,"LAUBANEY, STEVE",France,M,Fin,20-39M,00:37:35
3,66,416,"DREYFUS, TIMOTHÉ",France,M,Foil,U20M,00:37:41
3,67,714,"ASMUSSEN, MIKKEL",Denmark,M,Fin,40-59M,00:37:47
3,68,935,"CRÉACH, CLÉMENT",France,M,Fin,20-39M,00:37:50
3,69,1273,"SKYE, John",United Kingdom,M,Fin,40-59M,00:37:59
3,70,900,"HEIDA, PETER",Netherlands,M,Fin,40-59M,00:38:10
3,71,235,"DENIS, MAEL",France,M,Open,U20M,00:38:12
3,72,816,"ROBERT, FABRICE",France,M,Fin,40-59M,00:38:13
3,73,549,"RODES, JOAQUIM",Spain,M,Fin,40-59M,00:38:16
3,74,953,"PURWITZER, MARKUS",Austria,M,Fin,40-59M,00:38:26
3,75,902,"JOLY, ELIOT",France,M,Fin,U20M,00:38:32
3,76,557,"ASSORIN, MATHIEU",France,M,Foil,U20M,00:38:38
3,77,461,"ADILLON, BASTIEN",France,M,Fin,20-39M,00:38:40
3,78,57,"VAN DER STEEN, BEN",Netherlands,M,Open,40-59M,00:38:41
3,79,1323,"TOMONORI, ANAMI",Japan,M,Open,20-39M,00:38:45
3,80,1304,"COLOMBO, ELIA",Switzerland,M,Open,20-39M,00:38:50
3,81,10701,"SPINDLER, LUCA",France,M,Open,20-39M,00:38:51
3,82,810,"BELBEOCH, CEDRIC",France,M,Fin,20-39M,00:38:52
3,83,171,"LEMETEYER, JUSTINE",France,F,Open,17-30F,00:38:56
3,84,553,"LORHO, BRENDAN",France,M,Fin,U20M,00:38:58
3,85,250,"EVRARD, CYRIL",France,M,Open,U20M,00:38:59
3,86,578,"PETIT, PASCAL",France,M,Fin,40-59M,00:39:00
3,87,527,"HESSELS, KOEN",Netherlands,M,Open,U20M,00:39:07
3,88,101,"DEVIME, LAURENT",France,M,Fin,40-59M,00:39:08
3,88,403,"GARREL, NICOLAS DAVID",Luxembourg,M,Fin,40-59M,00:39:08
3,90,248,"READ, ALICE",United Kingdom,F,Foil,17-30F,00:39:09
3,91,96,"DELERUE, VICTOR",France,M,Open,U20M,00:39:10
3,92,1066,"DESAEVER, LAURENT",Belgium,M,Fin,40-59M,00:39:11
3,93,206,"BUET, FREDERIC",France,M,Fin,40-59M,00:39:15
3,94,10714,"GUYADER, ALEXANDRE",France,M,Open,40-59M,00:39:23
3,95,502,"ROUSSIER, HENRI",France,M,Fin,40-59M,00:39:24
3,95,10848,"CANO, MATEO",France,M,Open,40-59M,00:39:24
3,97,60,"HOUDIER, FREDERIC",France,M,Fin,40-59M,00:39:26
3,98,1257,"1257, N.N.",France,M,Open,20-39M,00:39:27
3,99,59,"DEUS, CHRISTOPH",Germany,M,Fin,20-39M,00:39:28
3,100,410,"LHUILLIER, MAXIME",France,M,Fin,20-39M,00:39:30
3,100,684,"GROUEIX, BASTIEN",France,M,Fin,U20M,00:39:30
3,102,1354,"RAMERY, BASTIEN",France,M,Fin,20-39M,00:39:32
3,103,23,"RUEDA, ETIENNE",France,M,Open,U20M,00:39:37
3,104,10891,"ALABAU, BLANCA",Spain,F,Open,17-30F,00:39:39
3,105,667,"PECHOUX, NEELS",France,M,Fin,U20M,00:39:40
3,106,11,"DUNKERBECK, BJORN",Spain,M,Fin,40-59M,00:39:42
3,107,481,"PETTIFER, SIMON",United Kingdom,M,Open,40-59M,00:39:45
3,108,2,"AUGÉ, BENJAMIN",France,M,Open,20-39M,00:39:47
3,109,604,"POSTEC, THIERRY",France,M,Fin,40-59M,00:39:52
3,110,973,"CHAUMET-LAGRANGE, RENAUD",France,M,Fin,40-59M,00:39:54
3,111,390,"FORÉS, NICO",Spain,M,Foil,20-39M,00:39:55
3,112,1077,"WILHELEM, BASILE",France,M,Fin,40-59M,00:39:56
3,113,703,"MARTIJN, VAN NOORD",Netherlands,M,Fin,20-39M,00:40:05
3,114,209,"RAKOTOARIMANANA, JONATHAN",France,M,Open,20-39M,00:40:09
3,115,1087,"SEBBAGH, DAVID",France,M,Fin,40-59M,00:40:11
3,116,632,"ROYER, VINCENT",France,M,Fin,40-59M,00:40:12
3,117,33,"WENNEKES, SARA",Netherlands,F,Foil,17-30F,00:40:13
3,118,488,"ACHLIF, LENNY",France,M,Foil,U20M,00:40:19
3,119,1192,"SCHMITZ, PIERRE",France,M,Foil,U20M,00:40:20
3,119,1377,"COUTURIER, MARION",France,F,Foil,17-30F,00:40:20
3,121,613,"VAN DEN HEUVEL, THOMAS",Netherlands,M,Open,20-39M,00:40:22
3,122,1327,"KIANI, KUROSH",Denmark,M,Foil,40-59M,00:40:30
3,123,119,"JACQUES, ARNAUD",France,M,Open,20-39M,00:40:32
3,124,525,"VAN BEEK, GEERT",Netherlands,M,Fin,40-59M,00:40:35
3,125,782,"HEIDA, FRANK",Netherlands,M,Fin,40-59M,00:40:36
3,126,462,"BALEY, PIERRE",France,M,Fin,40-59M,00:40:38
3,127,16,"WEGERER, FLORIAN",United Kingdom,M,Fin,20-39M,00:40:43
3,128,350,"LAMBEAUX, ABEL",France,M,Open,U20M,00:40:44
3,128,530,"GROUZIS, GABRIEL",France,M,Open,U20M,00:40:44
3,130,976,"EDOUARD, PATRICE",France,M,Fin,40-59M,00:40:49
3,131,463,"BALEY, ARTHUR",France,M,Open,U20M,00:40:50
3,132,316,"OLD, LUCA",France,M,Open,U20M,00:40:51
3,133,1120,"BALANCA, TOM",France,M,Open,U20M,00:40:53
3,134,111,"DUNKERBECK, LIAM",Spain,M,Open,U20M,00:40:54
3,135,777,"LE MASURIER, CHRIS",United Kingdom,M,Open,40-59M,00:40:57
3,136,775,"COUSIN QUESTEL, DELPHINE",France,F,Open,31-45F,00:40:59
3,137,872,"VERHAGEN, PETER",Netherlands,M,Fin,60+M,00:41:04
3,138,801,"HERMITANT, MARIN",France,M,Open,U20M,00:41:06
3,139,921,"FERMET, ANTOINE",France,M,Open,20-39M,00:41:11
3,140,850,"LEYGUE, PIERRE-OLIVIER",France,M,Foil,U20M,00:41:13
3,141,824,"ADAM, PIERRE",France,M,Foil,20-39M,00:41:16
3,142,993,"BARTHES, LEO",France,M,Open,U20M,00:41:18
3,143,1178,"DE JONG, DYLAN",Netherlands,M,Fin,40-59M,00:41:20
3,144,458,"LEGALLOIS, LOIC",France,M,Open,40-59M,00:41:26
3,145,53,"GODET, PIERRE",France,M,Fin,40-59M,00:41:27
3,146,1166,"MAUREL, LÉO",France,M,Open,20-39M,00:41:28
3,147,642,"ZOONEKYND, EDWY",France,M,Open,40-59M,00:41:32
3,148,314,"LEJOSNE, PATRICK",France,M,Fin,40-59M,00:41:33
3,149,1219,"LASSERRE, NICOLAS",France,M,Open,40-59M,00:41:35
3,150,554,"LEROY, RÉMY",France,M,Open,20-39M,00:41:38
3,150,1122,"MATHIERE, SÉBASTIEN",France,M,Open,40-59M,00:41:38
3,152,39,"PEYROTTE, TRISTAN",France,M,Open,40-59M,00:41:40
3,153,399,"GAVEN, CHRISTOPHE",France,M,Fin,40-59M,00:41:42
3,154,627,"NICOLAS, DAVID",France,M,Fin,40-59M,00:41:44
3,155,939,"RUQUET, SIMON",France,M,Fin,20-39M,00:41:46
3,155,1315,"READ, RAFFERTY",United Kingdom,M,Fin,U20M,00:41:46
3,157,243,"THOMAS, RAPHAËL",France,M,Fin,40-59M,00:41:47
3,157,412,"LEMIRE, ERIC",France,M,Fin,40-59M,00:41:47
3,159,51,"DALIBOT, YANN",France,M,Fin,40-59M,00:41:50
3,160,449,"DALIBOT, MAËL",France,M,Foil,U20M,00:41:51
3,161,166,"TRAVERSA, THOMAS",France,M,Fin,20-39M,00:41:52
3,162,871,"BIGOU, CHRISTOPHE",France,M,Fin,40-59M,00:41:55
3,163,565,"BRUSSIEUX, JOSEPH",France,M,Fin,20-39M,00:41:57
3,164,649,"VILLIER, JIMMY",France,M,Open,40-59M,00:42:02
3,165,1277,"VAN DER VEEN, JELLE",Netherlands,M,Open,20-39M,00:42:04
3,166,903,"DECOUARD, JULES",France,M,Fin,20-39M,00:42:05
3,167,438,"BLONDEEL, ROBIN",Belgium,M,Open,20-39M,00:42:08
3,167,571,"LAVERMAN, HERMAN",Netherlands,M,Fin,40-59M,00:42:08
3,167,1055,"TARLAO, ZENO",Italy,M,Foil,20-39M,00:42:08
3,170,875,"GROUEIX, BAPTISTE",France,M,Fin,U20M,00:42:10
3,171,677,"HENRY, FRÉDÉRIC",France,M,Fin,40-59M,00:42:11
3,172,1318,"COUVREUR, FRANCK",France,M,Fin,40-59M,00:42:15
3,173,456,"CRESTEY, JÉRÔME",France,M,Fin,40-59M,00:42:17
3,174,173,"RØGILD, BRIAN",Denmark,M,Open,40-59M,00:42:18
3,175,1121,"MARCHAND, PIERRE",France,M,Fin,20-39M,00:42:19
3,176,889,"DJEN, CHARLY",France,M,Fin,U20M,00:42:27
3,177,152,"BOSMAN, JORIS",Netherlands,M,Fin,40-59M,00:42:28
3,178,593,"FRANKLIN, JEAN",Brazil,M,Fin,20-39M,00:42:29
3,179,420,"LE SAUX, XAVIER",France,M,Open,40-59M,00:42:31
3,180,1179,"BOURGEOIS, NOLAN",France,M,Fin,U20M,00:42:33
3,181,381,"PICARD, MATHIEU",France,M,Fin,40-59M,00:42:35
3,182,643,"LE BRIS, EDGAR",France,M,Fin,20-39M,00:42:37
3,183,1228,"LARSSON, ERIK",Sweden,M,Fin,40-59M,00:42:39
3,184,878,"BLAUVAC, THIBAULT",France,M,Open,20-39M,00:42:42
3,185,401,"WINTER, MARKUS",Germany,M,Open,40-59M,00:42:43
3,185,1200,"CARUSO, ALESSANDRO",France,M,Open,U20M,00:42:43
3,187,144,"COLEMAN, MICHAEL",France,M,Fin,40-59M,00:42:44
3,188,1199,"HUAULT-HERNÁNDEZ, IVÁN",France,M,Fin,U16M,00:42:50
3,189,998,"SAUVAYRE, FREDERIC",France,M,Fin,40-59M,00:42:52
3,190,1353,"DE BOER, THEWES",Netherlands,M,Fin,40-59M,00:42:55
3,191,151,"BULTYNCK, JONATHAN",Belgium,M,Fin,20-39M,00:42:56
3,192,519,"WIERSTRA, NICO",Netherlands,M,Fin,40-59M,00:42:59
3,193,76,"ANDRE, BRUNO",France,M,Open,40-59M,00:43:04
3,194,673,"BRANCATO, YANN",France,M,Open,20-39M,00:43:05
3,195,1221,"TORRES, LAURENT",France,M,Open,40-59M,00:43:09
3,196,135,"SENICOURT, SÉBASTIEN",France,M,Fin,40-59M,00:43:16
3,197,681,"BARUCHELLO, MATTEO",Italy,M,Fin,40-59M,00:43:17
3,198,65,"PONROUCH, JEROME",France,M,Fin,40-59M,00:43:18
3,198,395,"JUN HAO, LO",Singapore,M,Foil,20-39M,00:43:18
3,200,115,"CAYET, LILIAN",France,M,Fin,U20M,00:43:21
3,200,1465,"SPALL, DAVID",United Kingdom,M,Foil,60+M,00:43:21
3,202,430,"MENESGUEN, CEDRIC",France,M,Fin,20-39M,00:43:22
3,203,629,"PIANAZZA, FABIEN",France,M,Open,20-39M,00:43:25
3,204,834,"REICHHOLF, LOIS",Austria,M,Fin,40-59M,00:43:26
3,205,35,"THEBAULT, JEROME",France,M,Open,40-59M,00:43:28
3,205,136,"CAILLEAU, DAVID",France,M,Fin,40-59M,00:43:28
3,207,266,"MOULIN, CEDRIC",France,M,Foil,40-59M,00:43:30
3,207,1073,"JESTIN, HERVÉ",France,M,Fin,40-59M,00:43:30
3,209,322,"ESTEBAN, DE CRUZ",France,M,Fin,U20M,00:43:33
3,210,157,"COLLIN, XAVIER",France,M,Open,40-59M,00:43:34
3,211,1194,"FRISCHLING, ROLAND",Austria,M,Fin,40-59M,00:43:36
3,212,178,"DUCOULOUX, ALEX",France,M,Fin,20-39M,00:43:37
3,212,899,"MANTION, HUGO",France,M,Fin,20-39M,00:43:37
3,214,770,"MAHE, LOUIS",France,M,Fin,20-39M,00:43:40
3,215,608,"ZAFRA, FRANCK",France,M,Open,40-59M,00:43:42
3,216,179,"BRUCHE, FREDERIC",France,M,Open,40-59M,00:43:43
3,217,1245,"LITOU, BERTRAND",France,M,Foil,40-59M,00:43:44
3,218,213,"HART, ANDY",United Kingdom,M,Open,20-39M,00:43:45
3,219,960,"GIBSON, JENNA",United Kingdom,F,Open,17-30F,00:43:49
3,219,1229,"VERNHES, THOMAS",France,M,Open,20-39M,00:43:49
3,221,118,"MORTEFON, MARION",France,F,Open,17-30F,00:43:50
3,222,126,"DIBERDER, JEAN JACQUES",France,M,Fin,40-59M,00:43:53
3,223,683,"ALSOUNA, STEEVE-MARLEY",France,M,Fin,U20M,00:43:55
3,224,1255,"SPRIGGS, NIGEL",United Kingdom,M,Fin,40-59M,00:43:58
3,225,747,"LAMBERS, MARCO",Netherlands,M,Fin,40-59M,00:44:01
3,226,396,"RENNESSON, ERIC",France,M,Fin,40-59M,00:44:14
3,227,822,"RAFFOUX, JOHAN",France,M,Fin,40-59M,00:44:21
3,228,1086,"BURGY, PIERRE",France,M,Fin,20-39M,00:44:26
3,229,513,"CAÑADA RIPOLL, ARNAU",Spain,M,Foil,20-39M,00:44:27
3,230,651,"DI LELLO, THÉO",France,M,Open,20-39M,00:44:29
3,231,198,"CASTE, JEAN-BAPTISTE",France,M,Fin,20-39M,00:44:34
3,231,1198,"WEISSMAN LECORNET, VALENTIN",France,M,Fin,U20M,00:44:34
3,233,881,"BUREN, BERNARD",France,M,Fin,60+M,00:44:38
3,233,1172,"DE BIAZI, FREDERIC",France,M,Fin,40-59M,00:44:38
3,235,733,"VINCENEUX, MATTHIEU",France,M,Fin,40-59M,00:44:40
3,236,134,"BERGGREN, MATTIAS",Sweden,M,Foil,40-59M,00:44:43
3,237,1351,"CHABAUD, LILIAN",France,M,Open,40-59M,00:44:47
3,238,1253,"FAUCHER, ENZO",France,M,Fin,U20M,00:44:49
3,239,1098,"ANCET, EMMANUEL",France,M,Open,40-59M,00:44:51
3,240,1264,"SHYTIKOV, MAKSYM",Netherlands,M,Fin,20-39M,00:44:58
3,241,131,"DE SEROUX, COLIN",France,M,Foil,20-39M,00:45:00
3,241,912,"VERMEULEN, JAN WILLEM",Netherlands,M,Open,40-59M,00:45:00
3,243,190,"PESELJ, FELIX",Italy,M,Foil,20-39M,00:45:01
3,244,1347,"HUNTER, MARINE",France,F,Fin,17-30F,00:45:03
3,245,925,"BOLLASINA, ANTOINE",France,M,Open,40-59M,00:45:07
3,246,948,"VRIGNAUD, TEDDY",France,M,Fin,40-59M,00:45:10
3,247,1025,"BOSELLI, FELICE",France,M,Fin,U16M,00:45:11
3,248,837,"VAN LOOCKE, AART",Belgium,M,Open,20-39M,00:45:14
3,249,307,"DEBOSQUE, FRANCK",France,M,Fin,40-59M,00:45:20
3,250,203,"DAVICO, MAÉ",France,F,Open,17-30F,00:45:21
3,251,460,"GAUDIN, VINCENT",France,M,Fin,40-59M,00:45:22
3,251,614,"TRAN DINH, IVAN",France,M,Fin,U20M,00:45:22
3,253,122,"DUGNAT, FABRICE",France,M,Fin,40-59M,00:45:25
3,253,894,"DIERICKX, TITOUAN",France,M,Fin,20-39M,00:45:25
3,255,309,"ROSIQUE, OLIVIA",France,F,Open,17-30F,00:45:28
3,255,510,"BUIJS, JORIS",Netherlands,M,Fin,40-59M,00:45:28
3,257,719,"SCIARLI, PIERRE-LOUIS",France,M,Fin,20-39M,00:45:30
3,258,199,"FRANCESCONI, XAVIER",France,M,Fin,40-59M,00:45:31
3,259,279,"MANGEL, JULIEN",France,M,Open,20-39M,00:45:35
3,260,220,"FUSELIER, JEAN-BAPTISTE",France,M,Open,40-59M,00:45:38
3,261,336,"LEROY, MARC",France,M,Fin,40-59M,00:45:41
3,261,1268,"BROZIO, MICHAEL",Germany,M,Fin,40-59M,00:45:41
3,263,497,"KUEMPEL, MARIO",Germany,M,Fin,20-39M,00:45:45
3,264,966,"ZARATE, SEBASTIAN",Italy,M,Open,20-39M,00:45:47
3,264,997,"FIQUET, JULIEN",France,M,Fin,20-39M,00:45:47
3,266,364,"HERMAN, EDUARDO",Chile,M,Fin,20-39M,00:45:49
3,266,635,"HUTCHINSON, DEAN",United Kingdom,M,Fin,40-59M,00:45:49
3,268,68,"LAMI, CESARE",Italy,M,Fin,40-59M,00:45:54
3,269,661,"VERNET, PAULIN",France,M,Fin,U16M,00:45:58
3,270,85,"GUÉRIN-BAIZEAU, ALEXANDRE",France,M,Fin,U20M,00:45:59
3,270,389,"BALDI, XAVIER",Spain,M,Open,40-59M,00:45:59
3,272,1338,"BLEEKER, RALPH",Netherlands,M,Fin,40-59M,00:46:00
3,273,384,"CERALTI, LORENZO",Italy,M,Fin,40-59M,00:46:02
3,274,623,"DUROZO, FRÉDÉRIC",France,M,Fin,40-59M,00:46:03
3,275,749,"SERMET, TESS",France,F,Fin,U17F,00:46:06
3,276,117,"VORONINS, ERIKS",Latvia,M,Fin,40-59M,00:46:11
3,276,434,"LE COULS, QUENTIN",France,M,Open,U20M,00:46:11
3,278,98,"GARDAIS, ANTOINE",France,M,Open,20-39M,00:46:12
3,279,845,"CUNHA, ELISIÁRIO",Portugal,M,Fin,40-59M,00:46:15
3,280,185,"THIEFFRY, ALEXANDRE",France,M,Fin,20-39M,00:46:16
3,281,646,"DEBISE, SOLAL",France,M,Fin,U20M,00:46:17
3,281,1278,"IMMENGA, MARK",Netherlands,M,Open,20-39M,00:46:17
3,283,712,"LE GOANVIC, BRIAC",France,M,Fin,20-39M,00:46:22
3,284,487,"HAULBERT, YOANN",France,M,Fin,40-59M,00:46:25
3,285,163,"VANHERWEGHE, WILFRIED",France,M,Fin,40-59M,00:46:27
3,286,755,"SALVINI, NICO",Italy,M,Fin,40-59M,00:46:34
3,287,183,"KELLER DE SCHLEITHEIM, THÉO",France,M,Foil,20-39M,00:46:37
3,288,739,"MONNAERT, JEAN-PHILIPPE",France,M,Fin,40-59M,00:46:38
3,289,802,"LETHUILLIER, CEDRIC",France,M,Fin,40-59M,00:46:41
3,289,827,"HEBERT, STÉPHANE",France,M,Fin,40-59M,00:46:41
3,291,342,"BOUCHET, UGO",France,M,Fin,20-39M,00:46:42
3,291,628,"VAN DER VEEN, FEMKE",Netherlands,F,Open,17-30F,00:46:42
3,293,242,"PLOUGONVEN, PIERRE-MARIE",France,M,Open,20-39M,00:46:44
3,293,763,"THOMAS, YVES",France,M,Fin,60+M,00:46:44
3,295,532,"BLANC, STEPHANE",France,M,Fin,40-59M,00:46:49
3,296,1233,"CHEYLAC, FABIEN",France,M,Fin,20-39M,00:46:50
3,297,518,"AZERROAL, ILIAN",France,M,Fin,U20M,00:46:56
3,298,368,"LE SOLLIEC, JEAN-MARC",France,M,Fin,40-59M,00:46:57
3,299,616,"BARAS, ANTOINE",France,M,Fin,40-59M,00:46:58
3,300,10175,"MORIN, STEPHANE",France,M,Fin,40-59M,00:47:00
3,301,130,"BERNARD, STÉPHANE",France,M,Fin,40-59M,00:47:01
3,302,428,"VERHAEGHE, ANTOINE",France,M,Open,40-59M,00:47:02
3,303,885,"FELDER, LUCAS",France,M,Fin,U20M,00:47:06
3,304,981,"RAJON, TITOUAN",France,M,Open,20-39M,00:47:08
3,305,720,"BOUCHAMMA, MATHIAS",France,M,Foil,U20M,00:47:09
3,306,25,"OUALLET, MICHEL",France,M,Open,60+M,00:47:10
3,307,10312,"LOCHER, GUILLAUME",Switzerland,M,Fin,20-39M,00:47:14
3,308,682,"LEMAITRE, CHARLINE",France,F,Fin,U17F,00:47:15
3,309,1027,"PAOLI, RAPHAEL",France,M,Open,U20M,00:47:23
3,310,507,"WEISTROFF, XAVIER",France,M,Fin,40-59M,00:47:24
3,311,474,"LE GAL, JEAN-CHRISTOPHE",France,M,Open,20-39M,00:47:32
3,312,413,"VANHOORNE, ANDREA",Belgium,F,Fin,17-30F,00:47:35
3,313,598,"GEERAERT, NICOLAS",France,M,Fin,20-39M,00:47:39
3,313,807,"DEGRE, MICHAEL",France,M,Fin,40-59M,00:47:39
3,315,82,"BOULAY, BRICE",France,M,Fin,40-59M,00:47:42
3,316,64,"COIFFARD, CHRISTOPHE",France,M,Fin,40-59M,00:47:44
3,317,680,"DESOMBRE, CÉDRIC",France,M,Open,20-39M,00:47:46
3,318,464,"BODIN VARENNE, PAUL",France,M,Fin,20-39M,00:47:48
3,319,1173,"BOURGEOIS, MATTEO",France,M,Fin,U20M,00:47:52
3,320,477,"GRATADOUR, VINCENT",France,M,Fin,40-59M,00:48:00
3,321,1134,"REY, VINCENT",France,M,Fin,40-59M,00:48:02
3,322,194,"GUYONDET, GEOFFREY",France,M,Foil,U16M,00:48:03
3,323,1188,"CAVALLINI, ROBERTO",Italy,M,Fin,40-59M,00:48:04
3,324,574,"GIELEN, CHRISTOPH",Germany,M,Fin,20-39M,00:48:06
3,325,587,"FUMOLEAU, PIERRE",France,M,Open,U20M,00:48:07
3,326,275,"LE COULS, GAËTAN",France,M,Open,U20M,00:48:08
3,326,650,"MARLE, ROBIN",France,M,Open,20-39M,00:48:08
3,328,366,"CANN, THÉLO",France,M,Fin,20-39M,00:48:09
3,329,1029,"LE BARS, JORAN",France,M,Fin,40-59M,00:48:11
3,330,281,"LOIRE, BENJAMIN",France,M,Fin,40-59M,00:48:12
3,330,851,"HAMMES, YOHANN",France,M,Open,20-39M,00:48:12
3,332,713,"THOMAS, FRÉDÉRIC",France,M,Fin,40-59M,00:48:20
3,333,230,"VEINBERG, ERIC",France,M,Fin,40-59M,00:48:21
3,333,1111,"FILIPPI, RAPHAËL",France,M,Fin,40-59M,00:48:21
3,335,1099,"ANCET, KALEAN",France,M,Open,U16M,00:48:22
3,336,517,"TALPE, TONY",Belgium,M,Fin,40-59M,00:48:30
3,337,473,"LETHUILLIER, TITOUAN",France,M,Fin,U16M,00:48:31
3,338,789,"SUOZZI, EROS",Italy,M,Fin,40-59M,00:48:33
3,339,374,"BRIAN, ANTOINE",France,M,Open,20-39M,00:48:37
3,340,620,"ROBBINS, BEN",United Kingdom,M,Fin,20-39M,00:48:38
3,341,1244,"SKYTTE, JESPER",Denmark,M,Fin,40-59M,00:48:39
3,342,41,"OLABE CLAVIJO, OSKAR",Spain,M,Fin,40-59M,00:48:40
3,343,1279,"BEKS, STIJN",Netherlands,M,Open,U20M,00:48:41
3,344,363,"FARZEKKOUB, KHALED",Algeria,M,Fin,40-59M,00:48:42
3,345,689,"PIEDFERT, GUILLAUME",France,M,Fin,40-59M,00:48:46
3,345,10048,"BRÜLL, FINN",Netherlands,M,Open,U16M,00:48:46
3,345,10130,"DITS, PEYTON",Netherlands,M,Open,U16M,00:48:46
3,348,89,"VAN TONDER, KARO",South Africa,F,Fin,31-45F,00:48:47
3,349,22,"DE ALMEIDA, ALAIN",France,M,Fin,40-59M,00:48:50
3,350,759,"TEILLARD, CAMILLE",France,M,Open,U20M,00:48:51
3,351,692,"CLEMENT, NATHAN",France,M,Open,U20M,00:48:55
3,352,382,"KOCHOLL, DOMINIK",Austria,M,Fin,40-59M,00:48:56
3,353,221,"HOCK, MICHAEL",Germany,M,Fin,40-59M,00:48:59
3,354,277,"SVEJ, MARTIN",Denmark,M,Open,40-59M,00:49:00
3,355,256,"TRAN DINH, VINCENT",France,M,Fin,40-59M,00:49:02
3,356,561,"DARGNIES, THIBAULT",France,M,Open,U20M,00:49:05
3,357,1124,"DAVID, ULYSSE",France,M,Open,U16M,00:49:07
3,358,945,"DURIX, FABIEN",France,M,Fin,40-59M,00:49:09
3,359,1404,"VAN ZADELHOFF, JEROEN",Netherlands,M,Fin,40-59M,00:49:11
3,360,164,"LAINE, FRÉDÉRIC",France,M,Fin,40-59M,00:49:12
3,360,1154,"TABURET, MATTHIEU",France,M,Fin,40-59M,00:49:12
3,360,1239,"HARMS, KOEN",Netherlands,M,Fin,20-39M,00:49:12
3,363,87,"LOGLISCI, MARIUS",France,M,Fin,U16M,00:49:13
3,364,1208,"GROSZER, PATRICK",Germany,M,Open,40-59M,00:49:18
3,365,489,"VILAIN, CLÉMENT",France,M,Fin,20-39M,00:49:19
3,366,547,"LE CORNO, GUILLAUME",France,M,Open,20-39M,00:49:22
3,366,1152,"CATHALA, JEAN-CLAUDE",France,M,Fin,60+M,00:49:22
3,368,245,"RONDOT, AYMERIC",France,M,Foil,20-39M,00:49:27
3,368,1284,"COULIOU, ERWAN",France,M,Fin,40-59M,00:49:27
3,370,512,"GODON, GUILLAUME",France,M,Fin,40-59M,00:49:28
3,371,249,"BLANKENSTEIN, ERIC",France,M,Fin,40-59M,00:49:31
3,371,323,"PERNELLE, GUILLAUME",France,M,Fin,20-39M,00:49:31
3,371,884,"TAN, WEARN HAW",Singapore,M,Open,40-59M,00:49:31
3,374,414,"FILALI, AKIM",France,M,Fin,40-59M,00:49:32
3,374,470,"CRESTEY, LUC",France,M,Fin,U20M,00:49:32
3,374,1026,"HELLEMANN JENSEN, DAVID",Denmark,M,Fin,20-39M,00:49:32
3,377,1020,"SICCARDI, JULIEN",France,M,Fin,20-39M,00:49:34
3,378,358,"BRUEL, ARTHUR",France,M,Fin,U16M,00:49:35
3,379,977,"DEPOUTRE, WILLIAM",France,M,Fin,40-59M,00:49:41
