RaceNo,Place,Tally,HelmName,Nat,SailNo,HelmSex,HelmAgeGroup,Elapsed,Points,Code
2,863,313,"SABATE DELRIU, Joan",Spain,,M,40-49M,,,DNF
2,863,458,"SALA ALBERT, Raimundo",Spain,,M,40-49M,,,DNF
2,863,569,"CARDENAL BASTE, Guillem",Spain,,M,50-59M,,,DNF
2,863,938,"ZUMARRAGA, Alejandro",Spain,,M,50-59M,,,DNF
2,863,439,"DE SANDE DIAZ, Felipe Vicente",Spain,,M,40-49M,,,DNS
2,863,621,"SOTO, Josep",Spain,,M,40-49M,,,DNS
2,863,653,"LORENTE LOPEZ, Eric",Spain,,M,40-49M,,,DNS
2,863,707,"BRU, Raul",Spain,,M,40-49M,,,DNS
2,863,813,"DIAZ, Alexander",Spain,,M,40-49M,,,DNS
2,863,1136,"NAVAS, Pablo",Spain,,M,20-29M,,,DNS
2,863,1137,"POVEDANO, Javier",Spain,,M,50-59M,,,DNS
2,863,1164,"GIL GHERARDI, Marino",Spain,,M,16-19M,,,DNS
3,32,11,"DUNKERBECK, Bjorn",Spain,,M,50-59M,00:35:13,32.0,
3,57,990,"RODES, Joaquin",Spain,,M,50-59M,00:37:18,57.0,
3,87,1170,"PEREZ AGUILERA, Francisco",Spain,,M,40-49M,00:39:26,87.0,
3,91,486,"NICO, Forés",Spain,,M,20-29M,00:39:45,91.0,
3,128,392,"FERNANDEZ ALMAZAN, Alejandro",Spain,,M,50-59M,00:41:28,128.0,
3,140,389,"BALDI, Xavier",Spain,,M,50-59M,00:42:03,140.0,
3,153,111,"DUNKERBECK, Liam",Spain,,M,16-19M,00:42:57,153.0,
3,257,163,"ZAMARRO PARRA, José Luis",Spain,,M,40-49M,00:47:28,257.0,
3,356,375,"URQUIJO SUAREZ, Leonardo",Spain,,M,40-49M,00:51:47,356.0,
3,387,6,"OLABE CLAVIJO, Oskar",Spain,,M,50-59M,00:52:52,387.0,
3,404,1013,"ESCORIZA RODRIGUEZ, Francis",Spain,,M,40-49M,00:53:21,404.0,
3,410,704,"ALBIZU, Iñaki",Spain,,M,50-59M,00:53:31,410.0,
3,537,551,"MARTINEZ, Daniel",Spain,,M,50-59M,00:59:12,537.0,
3,614,1171,"GALDEANO, Manuel",Spain,,M,40-49M,01:02:18,614.0,
3,619,708,"PÉREZ MARTÍN, Antonio",Spain,,M,30-39M,01:02:40,619.0,
3,667,791,"COLLELLMIR, Pau",Spain,,M,40-49M,01:05:11,667.0,
3,673,184,"VALLS, Pep",Spain,,M,50-59M,01:05:24,673.0,
3,758,155,"GONZALO DEL MORAL, Raúl",Spain,,M,40-49M,01:12:53,758.0,
3,766,228,"MARTIN BENITEZ, Juan Andres",Spain,,M,50-59M,01:13:39,766.0,
3,813,938,"ZUMARRAGA, Alejandro",Spain,,M,50-59M,01:30:52,813.0,
3,829,195,"CARRASCO, Joaquin",Spain,,M,50-59M,,,DNF
3,829,308,"CAÑADA RIPOLL, Arnau",Spain,,M,20-29M,,,DNF
3,829,313,"SABATE DELRIU, Joan",Spain,,M,40-49M,,,DNS
3,829,439,"DE SANDE DIAZ, Felipe Vicente",Spain,,M,40-49M,,,DNS
3,829,458,"SALA ALBERT, Raimundo",Spain,,M,40-49M,,,DNS
3,829,569,"CARDENAL BASTE, Guillem",Spain,,M,50-59M,,,DNS
3,829,621,"SOTO, Josep",Spain,,M,40-49M,,,DNS
3,829,653,"LORENTE LOPEZ, Eric",Spain,,M,40-49M,,,DNS
3,829,707,"BRU, Raul",Spain,,M,40-49M,,,DNS
3,829,813,"DIAZ, Alexander",Spain,,M,40-49M,,,DNS
3,829,1136,"NAVAS, Pablo",Spain,,M,20-29M,,,DNS
3,829,1137,"POVEDANO, Javier",Spain,,M,50-59M,,,DNS
3,829,1164,"GIL GHERARDI, Marino",Spain,,M,16-19M,,,DNS
4,67,990,"RODES, Joaquin",Spain,,M,50-59M,00:42:51,67.0,
4,98,1170,"PEREZ AGUILERA, Francisco",Spain,,M,40-49M,00:45:33,98.0,
4,161,111,"DUNKERBECK, Liam",Spain,,M,16-19M,00:51:13,161.0,
4,193,389,"BALDI, Xavier",Spain,,M,50-59M,00:53:11,193.0,
4,341,163,"ZAMARRO PARRA, José Luis",Spain,,M,40-49M,01:02:45,341.0,
4,386,6,"OLABE CLAVIJO, Oskar",Spain,,M,50-59M,01:05:40,386.0,
4,408,708,"PÉREZ MARTÍN, Antonio",Spain,,M,30-39M,01:07:12,408.0,
4,454,308,"CAÑADA RIPOLL, Arnau",Spain,,M,20-29M,01:09:30,454.0,
4,491,551,"MARTINEZ, Daniel",Spain,,M,50-59M,01:11:27,491.0,
4,496,704,"ALBIZU, Iñaki",Spain,,M,50-59M,01:11:38,496.0,
4,541,375,"URQUIJO SUAREZ, Leonardo",Spain,,M,40-49M,01:14:01,541.0,
4,602,458,"SALA ALBERT, Raimundo",Spain,,M,40-49M,01:18:02,602.0,
4,626,1171,"GALDEANO, Manuel",Spain,,M,40-49M,01:20:22,626.0,
4,673,155,"GONZALO DEL MORAL, Raúl",Spain,,M,40-49M,01:23:45,673.0,
4,678,1136,"NAVAS, Pablo",Spain,,M,20-29M,01:24:10,678.0,
4,725,791,"COLLELLMIR, Pau",Spain,,M,40-49M,01:29:45,725.0,
4,754,653,"LORENTE LOPEZ, Eric",Spain,,M,40-49M,01:34:07,754.0,
4,763,313,"SABATE DELRIU, Joan",Spain,,M,40-49M,01:35:35,763.0,
4,765,938,"ZUMARRAGA, Alejandro",Spain,,M,50-59M,01:36:11,765.0,
4,772,195,"CARRASCO, Joaquin",Spain,,M,50-59M,01:37:26,772.0,
4,778,621,"SOTO, Josep",Spain,,M,40-49M,01:38:10,778.0,
4,818,11,"DUNKERBECK, Bjorn",Spain,,M,50-59M,,,DNF
4,818,228,"MARTIN BENITEZ, Juan Andres",Spain,,M,50-59M,,,DNF
4,818,392,"FERNANDEZ ALMAZAN, Alejandro",Spain,,M,50-59M,,,DNF
4,818,486,"NICO, Forés",Spain,,M,20-29M,,,DNF
4,818,569,"CARDENAL BASTE, Guillem",Spain,,M,50-59M,,,DNF
4,818,1137,"POVEDANO, Javier",Spain,,M,50-59M,,,DNF
4,818,184,"VALLS, Pep",Spain,,M,50-59M,,,DNS
4,818,439,"DE SANDE DIAZ, Felipe Vicente",Spain,,M,40-49M,,,DNS
4,818,707,"BRU, Raul",Spain,,M,40-49M,,,DNS
4,818,813,"DIAZ, Alexander",Spain,,M,40-49M,,,DNS
4,818,1013,"ESCORIZA RODRIGUEZ, Francis",Spain,,M,40-49M,,,DNS
4,818,1164,"GIL GHERARDI, Marino",Spain,,M,16-19M,,,DNS
5,48,11,"DUNKERBECK, Bjorn",Spain,,M,50-59M,,47.0,
5,63,486,"NICO, Forés",Spain,,M,20-29M,,62.0,
5,103,1170,"PEREZ AGUILERA, Francisco",Spain,,M,40-49M,,102.0,
5,106,990,"RODES, Joaquin",Spain,,M,50-59M,,105.0,
5,126,389,"BALDI, Xavier",Spain,,M,50-59M,,125.0,
5,134,111,"DUNKERBECK, Liam",Spain,,M,16-19M,,133.0,
5,255,308,"CAÑADA RIPOLL, Arnau",Spain,,M,20-29M,,252.0,
5,266,163,"ZAMARRO PARRA, José Luis",Spain,,M,40-49M,,263.0,
5,321,704,"ALBIZU, Iñaki",Spain,,M,50-59M,,318.0,
5,601,375,"URQUIJO SUAREZ, Leonardo",Spain,,M,40-49M,,594.0,
5,702,791,"COLLELLMIR, Pau",Spain,,M,40-49M,,695.0,
5,732,6,"OLABE CLAVIJO, Oskar",Spain,,M,50-59M,,1249.0,
5,732,155,"GONZALO DEL MORAL, Raúl",Spain,,M,40-49M,,1249.0,
5,732,551,"MARTINEZ, Daniel",Spain,,M,50-59M,,1249.0,
5,732,569,"CARDENAL BASTE, Guillem",Spain,,M,50-59M,,1249.0,
5,732,708,"PÉREZ MARTÍN, Antonio",Spain,,M,30-39M,,1249.0,
5,940,184,"VALLS, Pep",Spain,,M,50-59M,,1250.0,
5,940,195,"CARRASCO, Joaquin",Spain,,M,50-59M,,1250.0,
5,940,228,"MARTIN BENITEZ, Juan Andres",Spain,,M,50-59M,,1250.0,
5,940,313,"SABATE DELRIU, Joan",Spain,,M,40-49M,,1250.0,
5,940,392,"FERNANDEZ ALMAZAN, Alejandro",Spain,,M,50-59M,,1250.0,
5,940,439,"DE SANDE DIAZ, Felipe Vicente",Spain,,M,40-49M,,1250.0,
5,940,621,"SOTO, Josep",Spain,,M,40-49M,,1250.0,
5,940,653,"LORENTE LOPEZ, Eric",Spain,,M,40-49M,,1250.0,
5,940,707,"BRU, Raul",Spain,,M,40-49M,,1250.0,
5,940,813,"DIAZ, Alexander",Spain,,M,40-49M,,1250.0,
5,940,1013,"ESCORIZA RODRIGUEZ, Francis",Spain,,M,40-49M,,1250.0,
5,940,1136,"NAVAS, Pablo",Spain,,M,20-29M,,1250.0,
5,940,1137,"POVEDANO, Javier",Spain,,M,50-59M,,1250.0,
5,940,1164,"GIL GHERARDI, Marino",Spain,,M,16-19M,,1250.0,
5,940,1171,"GALDEANO, Manuel",Spain,,M,40-49M,,1250.0,
5,1239,458,"SALA ALBERT, Raimundo",Spain,,M,40-49M,,1252.0,
5,1239,938,"ZUMARRAGA, Alejandro",Spain,,M,50-59M,,1252.0,
