RaceNo,Place,Tally,HelmName,Nat,SailNo,HelmSex,HelmAgeGroup,Elapsed,Points,Code
1,325,39,"OPPEDAL, HELLE",Norway,,F,17-30F,00:57:31,325.0,
2,248,39,"OPPEDAL, HELLE",Norway,,F,17-30F,00:47:18,248.0,
3,184,39,"OPPEDAL, HELLE",Norway,,F,17-30F,00:44:18,184.0,
4,96,39,"OPPEDAL, HELLE",Norway,,F,17-30F,00:45:22,96.0,
5,128,39,"OPPEDAL, HELLE",Norway,,F,17-30F,,127.0,
