RaceNo,Place,Tally,HelmName,Nat,SailNo,HelmSex,HelmAgeGroup,Elapsed,Points,Code
3,829,701,"MORICCA, LUCA MARIA",Italy,,M,40-49M,,,DNS
3,829,957,"ORSI, FILIPPO",Italy,,M,40-49M,,,DNS
3,829,988,"PEDONE, RICCARDO",Italy,,M,60+M,,,DNS
3,829,1056,"CHIAVERINI, DAVIDE",Italy,,M,50-59M,,,DNS
4,3,1401,"IACHINO, MATTEO",Italy,,M,30-39M,00:35:00,3.0,
4,39,1201,"PISANI, MATTÉO",Italy,,M,20-29M,00:40:39,39.0,
4,57,1177,"BENAMATI, FEDERICO",Italy,,M,16-19M,00:42:08,57.0,
4,170,668,"LAMI, CESARE",Italy,,M,50-59M,00:51:49,170.0,
4,223,102,"CERLATI, LORENZO",Italy,,M,40-49M,00:55:43,223.0,
4,238,1178,"TAPPINO, ALESSIO",Italy,,M,40-49M,00:57:08,238.0,
4,350,586,"VACCARI, ALESSANDRO",Italy,,M,50-59M,01:03:26,350.0,
4,365,957,"ORSI, FILIPPO",Italy,,M,40-49M,01:04:14,365.0,
4,402,27,"ZANOLINI, ANDREA",Italy,,M,30-39M,01:06:44,402.0,
4,429,1450,"SALIGARI, UGO",Italy,,M,50-59M,01:08:20,429.0,
4,449,549,"GIANFRANCO, GUERRA",Italy,,M,40-49M,01:09:20,449.0,
4,492,1194,"RICCARDO, FREZZA",Italy,,M,50-59M,01:11:31,492.0,
4,517,587,"MAESTRELLO, TIZIANO",Italy,,M,50-59M,01:12:41,517.0,
4,519,855,"RICCI, GIANNI",Italy,,M,50-59M,01:12:48,519.0,
4,521,904,"LELLI, DAVIDE",Italy,,M,20-29M,01:12:50,521.0,
4,537,1083,"BIAGIOLINI, ANNA",Italy,,F,17-30F,01:13:50,537.0,
4,578,63,"RAGGI, ROMEO",Italy,,M,50-59M,01:16:48,578.0,
4,604,905,"LELLI, TIBERIO",Italy,,M,60+M,01:18:11,604.0,
4,633,251,"CARLETTI, CLAUDIO",Italy,,M,60+M,01:21:11,633.0,
4,654,565,"DA PRATO, GABRIELE",Italy,,M,50-59M,01:22:31,654.0,
4,657,494,"MARCONI, TITO BRUNO",Italy,,M,60+M,01:22:37,657.0,
4,659,833,"FARINA, MASSIMO",Italy,,M,60+M,01:22:43,659.0,
4,724,1060,"ANDREANI, MARCO",Italy,,M,60+M,01:29:32,724.0,
4,759,626,"SALVIGNI, ANDREA",Italy,,M,60+M,01:35:09,759.0,
4,806,232,"SILLANI, ENRICO",Italy,,M,50-59M,01:49:11,806.0,
4,818,141,"MUSSONI, GIANLUIGI",Italy,,M,50-59M,,,DNF
4,818,233,"SILLANI, ANDREA",Italy,,M,50-59M,,,DNF
4,818,238,"MARTINEZ, EDUARDO",Italy,,M,50-59M,,,DNF
4,818,568,"MOORS, ANNE-SOPHIE",Italy,,F,17-30F,,,DNF
4,818,678,"SCARSINI, DANIELE",Italy,,M,50-59M,,,DNF
4,818,1018,"IVAN, RICCI",Italy,,M,50-59M,,,DNF
4,818,1181,"BRUNETTI, MASSIMILIANO",Italy,,M,40-49M,,,DNF
4,818,1197,"MARTINI, BRUNO",Italy,,M,20-29M,,,DNF
4,818,200,"FILANTI, LUCA",Italy,,M,50-59M,,,DNS
4,818,254,"FORESTI, MAURIZIO DIEGO",Italy,,M,50-59M,,,DNS
4,818,378,"FRANCESCO, LEONI",Italy,,M,20-29M,,,DNS
4,818,430,"BAIONI, FEDERICO",Italy,,M,20-29M,,,DNS
4,818,701,"MORICCA, LUCA MARIA",Italy,,M,40-49M,,,DNS
4,818,988,"PEDONE, RICCARDO",Italy,,M,60+M,,,DNS
4,818,995,"SALONIA, EROS",Italy,,M,50-59M,,,DNS
4,818,1056,"CHIAVERINI, DAVIDE",Italy,,M,50-59M,,,DNS
4,818,1187,"MARCO, VANNI",Italy,,M,50-59M,,,DNS
4,818,1195,"MATTIA, FREZZA",Italy,,M,16-19M,,,DNS
5,6,1197,"MARTINI, BRUNO",Italy,,M,20-29M,,5.0,
5,7,1401,"IACHINO, MATTEO",Italy,,M,30-39M,,6.0,
5,60,1177,"BENAMATI, FEDERICO",Italy,,M,16-19M,,59.0,
5,89,1201,"PISANI, MATTÉO",Italy,,M,20-29M,,88.0,
5,164,668,"LAMI, CESARE",Italy,,M,50-59M,,163.0,
5,262,102,"CERLATI, LORENZO",Italy,,M,40-49M,,259.0,
5,348,586,"VACCARI, ALESSANDRO",Italy,,M,50-59M,,344.0,
5,390,63,"RAGGI, ROMEO",Italy,,M,50-59M,,386.0,
5,473,1450,"SALIGARI, UGO",Italy,,M,50-59M,,469.0,
5,489,904,"LELLI, DAVIDE",Italy,,M,20-29M,,485.0,
5,507,1060,"ANDREANI, MARCO",Italy,,M,60+M,,503.0,
5,510,251,"CARLETTI, CLAUDIO",Italy,,M,60+M,,505.0,
5,603,905,"LELLI, TIBERIO",Italy,,M,60+M,,596.0,
5,639,833,"FARINA, MASSIMO",Italy,,M,60+M,,632.0,
5,640,494,"MARCONI, TITO BRUNO",Italy,,M,60+M,,633.0,
5,724,568,"MOORS, ANNE-SOPHIE",Italy,,F,17-30F,,1248.0,
5,732,27,"ZANOLINI, ANDREA",Italy,,M,30-39M,,1249.0,
5,732,141,"MUSSONI, GIANLUIGI",Italy,,M,50-59M,,1249.0,
5,732,238,"MARTINEZ, EDUARDO",Italy,,M,50-59M,,1249.0,
5,732,549,"GIANFRANCO, GUERRA",Italy,,M,40-49M,,1249.0,
5,732,626,"SALVIGNI, ANDREA",Italy,,M,60+M,,1249.0,
5,732,855,"RICCI, GIANNI",Italy,,M,50-59M,,1249.0,
5,732,1083,"BIAGIOLINI, ANNA",Italy,,F,17-30F,,1249.0,
5,732,1178,"TAPPINO, ALESSIO",Italy,,M,40-49M,,1249.0,
5,732,1194,"RICCARDO, FREZZA",Italy,,M,50-59M,,1249.0,
5,732,1195,"MATTIA, FREZZA",Italy,,M,16-19M,,1249.0,
5,940,200,"FILANTI, LUCA",Italy,,M,50-59M,,1250.0,
5,940,232,"SILLANI, ENRICO",Italy,,M,50-59M,,1250.0,
5,940,233,"SILLANI, ANDREA",Italy,,M,50-59M,,1250.0,
5,940,254,"FORESTI, MAURIZIO DIEGO",Italy,,M,50-59M,,1250.0,
5,940,378,"FRANCESCO, LEONI",Italy,,M,20-29M,,1250.0,
5,940,430,"BAIONI, FEDERICO",Italy,,M,20-29M,,1250.0,
5,940,565,"DA PRATO, GABRIELE",Italy,,M,50-59M,,1250.0,
5,940,587,"MAESTRELLO, TIZIANO",Italy,,M,50-59M,,1250.0,
5,940,678,"SCARSINI, DANIELE",Italy,,M,50-59M,,1250.0,
5,940,701,"MORICCA, LUCA MARIA",Italy,,M,40-49M,,1250.0,
5,940,957,"ORSI, FILIPPO",Italy,,M,40-49M,,1250.0,
5,940,988,"PEDONE, RICCARDO",Italy,,M,60+M,,1250.0,
5,940,995,"SALONIA, EROS",Italy,,M,50-59M,,1250.0,
5,940,1018,"IVAN, RICCI",Italy,,M,50-59M,,1250.0,
5,940,1056,"CHIAVERINI, DAVIDE",Italy,,M,50-59M,,1250.0,
5,940,1181,"BRUNETTI, MASSIMILIANO",Italy,,M,40-49M,,1250.0,
5,940,1187,"MARCO, VANNI",Italy,,M,50-59M,,1250.0,
